,term,Alternate forms and synonyms.,Other language examples (back translations),Meaning notes. Definitions.,Related (but different) terms,other consultant suggestions / comments / entries,Galen's rationale,Galen's notes/drafts,,,,,,,,,,,,,,,,,,,,,,,
t,janji,"janji-janji, menjanjikan, dijanjikan, berjanji, berjanjilah, janjilah","placing a thing by words / mouth;
tell what one is going to do in the future (G); promise (R);","A promise is a good action that someone says he will do later. God will always do what he has promised to do. Some of God's promises are conditional, that is, they require humans to do something first. ""If (condition) you confess that Jesus is Lord, then (promise) you will be saved.""","perjanjian, sumpah",,,,,,,,,,,,,,,,,,,,,,,,,,
t,nubuat,Nubuat-nubuat,talk of prophet (R); spoken by God's word (W);,"Prophecies are messages that God has revealed to someone to tell to others. Some prophecies warn sinners to repent, some prophecies provide guidance or teaching, and other prophecies foretell future events. (The Bible contains hundreds of prophecies.)","malaikat, pemberita, guru, rasul, bernubuat",Allah (not good in PNG),,,,,,,,,,,,,,,,,,,,,,,,,
t,bernubuat,"bernubuatlah, menubuatkan, dinubuatkan",talk of prophet (R); touch God's words (W),"To prophesy is to speak with help from God, to strengthen others, to confort them, to help them grow. (Since those who prophesy can make mistakes, others must discern truth from error.)","nabi, nubuat","I would remove this: All believers can prophesy (through songs, citing Scripture, teaching, testimonies, teaching and drama.) Allah not  good in PNG. (Hilkka)","1 Corinthians 14:3, 24-26",,,,,,,,,,,,,,,,,,,,,,,,
t,nabi,"nabi-nabi, nabiah","teller of God's word (G);
person to whom God gives words (D);
God's mouth (spokesperson);
a human messenger for God or gods/idols;
way-goer (W); poropet (K)","Prophets are men or women whom God has so gifted that they speak messages from God. Some Hebrew prophets wrote the Old Testament books. Christian prophets speak messages that bring help to others when they need it. (Christian prophets can make mistakes, so they must remain willing to learn.)","malaikat, pemberita, guru, rasul, nubuat, bernubuat",,,,,,,,,,,,,,,,,,,,,,,,,,
t,mazmur,"lagu, puisi",Songs of Dewid (R); song (G); ,"Psalms are poems or songs written in Hebrew. Often, one line of a psalm is repeated in another line using different words. Psalms can express praise, prayer, lament, curses, teaching and predictions. (Jews and Christians often sing psalms in their worship.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,murni,kemurnian,"clean (R); not any dirty behaviour (R);
behaviour straight in God’s eyes (K), no dirtiness in it (K);",,"bersih, tahir",,,,,,,,,,,,,,,,,,,,,,,,,,
t,Rabi,Rabuni,"my Teacher; Teacher (R, W);",Rabbi means My Teacher. Official Jewish teachers are called Rabbi or Rebbi. A more respectful way to say My Teacher used to be Rabboni. Christian techers are usually called Pastor.,,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Rahel,,,"Rachel means ewe or girl sheep. One of Jacob's two wives was named Rachel. She was the mother of Joseph and Benjamin. In Jeremiah In Matthew 2:18 her name is used to represent all the mothers of the Jewish people. In Jeremiah 31:15, mothers in Israel are called Rachel, and in Matthew 2:18, mothers in Bethlehem are called Rachel, when they weep for their captive or dead children.",,,GC: Does this capture the point? RRyes,,,,,,,,,,,,,,,,,,,,,,,,
n,Rahab,,,"Rahab was a Canaanite woman, an inn keeper and a harlot (perhaps a pagan temple prostitute) who lived in the city of Jericho around 1400 years before Jesus. She believed in Israel's God when she heard how he saved the Israellites from Egypt, so she helped Israelite spies escape from Jericho. Rahab became an ancestor of Jesus. (Rahab was also the name of an ancient Canaanite goddess.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Ribka,,,Rebecca lived around 1800 years before Jesus. She was the wife of Abraham's son Isaac and the mother of twin sons named Esau and Jacob. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,Laut Teberau,,Red Sea (R);,"The Red /Reed Sea lies between Egypt and the road leading to Canaan. God opened a way through this sea for the Israelites as they fled from Pharaoh's army.
Red may be a misspelling of the word Reed, since in Hebrew it is called the Sea of Reeds.",,,"Red may be a misspelling of the word Reed, since in Hebrew it is called the Sea of Reeds.",,,,,,,,,,,,,,,,,,,,,,,,
t,daerah,propinsi,"land (G);
","A region or area is any wide space of land inside a country. A province in an area that has defined boundaries, a name and a government.","negeri, bangsa, kekaisaran, kerajaan",,GC 08-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Rehabeam,,,"Rehoboam was a foolish son of King Soloman. After Soloman died, Rehoboam became king. But when he increased taxes and treated people harshly, they rebelled, dividing the kingom in two. Rehoboam ruled over Judah at Jerusalem, whilst Jeroboam became king over the rest of Israel. (The name Rehoboam means Widen the People.)",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,bertobat,"pertobatan, tobat, tobatlah","turning away from wrong things/action and turning to God;
be sad about the bad things you have done. Stop doing them. (G);
think-turn (R); ","To repent means to turn around and move in the opposite direction; to change the way you act.  When humans repent, they choose to change their beliefs and actions, in order to obey God. When God repents, he chooses not to punish the wicked who have repented, or he chooses not to help believers who disobey him.","mengampuni, mengaku",,"Not a difficult concept. In the NT, choosing to be baptized was an act of repentance. ",,,,,,,,,,,,,,,,,,,,,,,,
t,istirahat,beristirahat,,"Rest means to cease from hard work. God's Law required everyone to rest on the Sabbath or Seventh day of every week. Rest is also (1) a symbol of Israel's arrival in Canaan, and (2) a symbol of the future life of believers when God will reward their faith and obedience.","sabat, menunggu",,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Ruben,,,"Ruben was the first / oldest son of Jacob and Leah. Ruben became an ancestor of one of the twelve tribes of Israel. (The name Ruben means Behold, a Son.)",,,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,benar,kebenaran,"being true/right/worthy in God's eyes;
very good (G);straight (R, W);
good ones (G);
","God is righteous, because he always does that which is right, good and just. Jesus was righteous, because he obeyed God completely and never sinned. God counts us believers as righteous, because he forgives us all of our sins and accepts us belonging to righteous Jesus. (God has absolute righteousness, where as we receive imputed/substitute righteousness.)","adil, kudus, baik",,,,,,,,,,,,,,,,,,,,,,,,,,
t,keributan,"rusuh, kerusuhan, merusuh",,"A riot happens when a crowd or a mob becomes violent, trying to harm others or their property.",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Roma,"orang Roma, orang-orang Roma",,"Rome was and is the capital city of a country called Italy. At the time of Jesus, Rome had conquered much of the world. The empire of Rome ruled over many countries from about 100 years before Jesus till 700 years after Jesus.  Although the Romans brought good laws to every place, they levied heavy taxes and required everyone to honour their gods. The Romans believed that their kings / ceasars were divine gods.  The Jews especially hated the Romans, and the Romans eventually destroyed Israel. Rome built many roads and kept countries from warring against each other.  This allowed the Good News about Jesus to spread very rapidly for 300 years. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Rut,,,Ruth was a (gentile) woman from Moab. She was a widow who had been married to one of Naomi's two sons. Ruth came with Naomi to Israel where a good man named Boaz married her. Their son became an ancestor of King David and of Jesus.,,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,Sabat,,rest; cease work; Day of Sabat (K);,"Sabbath is an Hebrew word meaning Rest or Cease Work. After creating the world, God (and later the Law of Moses) decreed the seventh day of each week to be a Sabbath day uniquely for rest, not doing normal hard work. Feast and festivals were also Sabbath days. (In Jesus time, the Jews had added many more rules against activity on Sabbath days. Jesus often broke those rules.)",istirahat,,,,,,,,,,,,,,,,,,,,,,,,,,
t,korban,"mengorbankan, dikorbankan, pengorbanan","offer of a slaughtered animal;
giving your life or goods to another (G);gift that is habitually cooked (R); ","A sacrifice is any costly thing that someone would kill or burn or offer (put / give), to honour God. Although Moses' Law required Israelites to offer sacrifices to pay for sins, anyone could offer a sacrifice to thank God. (Since Jesus has died as the final sacrifice for sin, Christians offer to God worship, praise, thanks and their own bodies as a living sacriice.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Saduki,"orang Saduki, orang-orang Saduki",,"Sadducees were wealthy, high-class Jews who were in charge of the Jerusalem temple. They were part of the Jewish religious leaders.  They disagreed with the Pharisees about keeping rules that were not found in Moses' Law. (Sadducees believed that the dead would rise at the end of time, but denied that anyone could rise frome death before then.) ","Farisi, ahli-ahli Taurat",This could be removed:  (They also believed that angels exist but denied that angels appeared to humans.) (Hilkka),,,,,,,,,,,,,,,,,,,,,,,,,
t,orang kudus,orang-orang kudus,"one whom God rules, one whom Jesus rules (G); ",Saint means holy person who belongs to God through faith in Jesus. The apostles often addressed the Christians they wrote letters to as saints. ,"orang Kristen, orang percaya, murid",,GC 08-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Samaria,"orang Samaria, orang-orang Samaria",,"Samaria had been a northern region of ancient Israel, and later became a province of Rome. After Assyria deported Jews from Samaria around 600 years before Jesus, they brought pagans to live in Samaria. These Samaritans converted to Jewish religion, but the Jews never accepted the Samaritans as real Jews because they had intermarried with gentiles and some worshipped their gods while some worshipped the God of Israel. The Jews of Judea despised the Samaritans. ",,"Samaritan, member of a community of Jews, now nearly extinct, that claims to be related by blood to those Jews of ancient Samaria who were not deported by the Assyrian conquerors of the kingdom of Israel in 722 bce. (Hilkka)",,,,,,,,,,,,,,,,,,,,,,,,,
n,Simson,,,"Samson lived about 1100 years before Jesus. His name means Sun. He was supposed to be dedicated to God, but he was a disobedient leader during the time of the judges.  God gave great physical strength to Samson who slew many of the Israelites' enemies. However, he married a pagan woman who tricked him, causing him to further disobey God and to lose the gift of his strength.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Samuel,,,"Samuel lived around 1150 years before Jesus. His name means God's Name. Samuel became a great prophet in Israel, and it was he who anointed Saul and David as kings of Israel. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,menguduskan,"dikuduskan, kuduskan, kuduskanlah","make one a person who really obeys God (G);
cleans (W);","To sanctify means to make something or someone more holy, or to dedicate ourselves, something or someone to God. God's Holy Spirit sanctifies Christians by dwelling in them. ","membenarkan, tahir, kudus",,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,Mahkamah Agama,,meeting (R); people of meeting (R); gathering of leaders (W);,"In Jesus' Time, the Sanhedrin was a ruling council of 71 men over Jewish religion and affairs. They were led by the Jewish high priest. (The Sanhedrin ruled that Jesus must die, and later that Paul must die.) (The Sanhedrin sent Jesus to the Romans for them to crucify him.)",,,"In 2018, the Sanhedrin in again active in Israel. ",,,,,,,,,,,,,,,,,,,,,,,,
n,Safira,,,"Sapphira and her husband Ananias were amongst the first Christians. They sold some land and brought part of the money to help poor Christians. But when they lied about how much money they had sold the land for, they fell dead.(The name Sapphira means Saphire, a precious stone.)",,,GC 19-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Sara,,,"Sarah was Abraham's first wife. Even though she was barren for many years, God promised that she would bear a son in her old age. God changed her name from Sarai, which means quarelsome, to Sarah, which means Princess, before the prominsed son, Isaac, was born.",Sarai,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Sarai,,,"Sarai was Abraham's first wife who became the mother of Isaac. God changed Sarai's name to Sarah. (Sarai means quarrelsome, whilst Sarah means princess.)",Sara,,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Iblis,,"crooked mouth (G);
enemy of God;
chief leader of the evil spirits (G);
spirit who accuses others;
Seytaane (W)","Satan means Accuser or Adversary. Satan is a powerful, evil spirit or devil who tempts humans to do wrong, then accuses them before God. However, Jesus defends believers before God. (Eventually, Jesus will cast Satan into a Lake of Fire forever.)","setan, roh jahat, Beelzebul",Seytaane not helpful in PNG.,"In Hebrew, he is ha-satan = the accuser. The Book of Revelation alone makes Satan = Serpent = Dragon = Devil.",,,,,,,,,,,,,,,,,,,,,,,,
n,Saulus,,,"There were two men named Saul: (1) A tall, handsome-looking man whom Israel chose to be its first king 1100 years before Jesus. (2) A Jewish Pharisee who sought to kill Christians. He later became a Christian and an Apostle, taking the Good News to Gentiles using the name Paul. (The Hebrew name Saul means Asked for.)",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,Juruselamat,,"Cause-live One (R); the who saves/delivers (us) (G);
","God was Israel's Saviour, who often rescued them from their enemies. Jesus is the Saviour for all humans, who rescues from Satan's power, from God's wrath and judgement, from eternal death, and from hell, all who call upon him with faith. (This is way the New Testament says that Christians are saved.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,tongkat kerajaan,,"ruling stick (G);
",Septers are a stick or ball [on a stick] that kings hold in their hand while making laws or decisions. A septer is a symbol for royal authority.,,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,ahli Taurat,Ahli-ahli Taurat,"teacher of people (G);
cultural law expert;
person who teaches people cultural law; teacher of the laws (R);
an educated person who can write documents/books {for others);
repeater (W)","Scribes were those who made copies of the the Bible, who studied the Bible, and who taught the Bible to others. During the time of Jesus and the earth church, many Jewish scribes joined with the Pharisees to oppose Jesus and his apostles.","pemimpin agama Yahudi, Farisi,
Saduki",,,,,,,,,,,,,,,,,,,,,,,,,,
t,gulungan,Gulungan-gulungan,"a rolled up book;
paper rolled up (G);
","A scroll is a long piece of leather (or papyrus) upon which men wrote words. They rolled up the scroll to store it away, and unrolled it to read from it. Books are many small pieces of paper bound together on one edge.  A scroll is an old form or way of making a book.  A scroll is a rolled up book.  A book is a flat scroll of stacked pages.","Alkitab, buku",,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,laut ,samudera,big water/river (G); ,More than half of the earth is covered with deep salty water. Wide parts of deep water are called seas or oceans. Men can travel across seas in big boats called ships that float on water.,"sungai, air",,GC 19-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,Septuaginta,,,"Septuagint, which means 70, is the Old Testament translated into Greek. Around 330 years before Jesus, the Greeks conquered Israel and Egypt where many Jews dwelt. When Jews began speaking Greek, 70 of them translated the Old Testament from Hebew into Greek. (The New Testament often cites verses from the Septuagint rather than from Hebrew.)",,,"That is more or less the tradition. Reality may be a little different, for there were also other Greek translations of the Tanakh.",,,,,,,,,,,,,,,,,,,,,,,,
t,hamba,"Hamba-hamba, pelayan, pelayan-pelayan",one who works for someone (G); ,"A servant helps or works for someone else. Servants can (1) be people who work for pay, (2) be a captured slave or debtor who is forced to work for no pay, (3) be people who work freely for their master because they love them. Servants working for a powerful man were more important than poor men who were not servants. Prophets and Christians are called the Lord's servants because they serve the Lord freely who is their Master.",budak,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,malu,"mempermalukan, dipermalukan, memalukan, dimalukan","be ashamed (G);
",Shame is a feeling or emotion that comes from guilt.  To shame others is to tell bad actions that they have done. Humans feel shame or ashamed when they strongly wish they had not done something wrong or when they are proved wrong or bad. Jesus died for us to remove our shame so we may feel foregiven and loved.,"kesalahan, mengampuni",This is true in guilt culture:Humans feel shame or ashamed when they strongly wish they had not done something wrong.  BUT in shame culture people feel shame when they lose face/are proved wrong/bad.,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Sikhem,,,"After a wicked man named Shechem raped Jacob's daughter Dina, her brothers killed him.
A clan of Canaanites was called Shechem.
There was a town named Shechem that became on of seven ""cities of refuge"" in Israel where accused murders could flee for protection.
(The name Shechem may mean Life.)",,,GC 19-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,domba,Domba-domba,"sipsip (K); sip (R); deer-like animal (G);
","Sheep are quiet and shy animals bigger than dogs. They are similar to goats but have fat tails.  They stay in flocks or herds and grow long hair/fur/wool. Humans keep sheep, shear off their wool to make cloth, and sometimes eat their meat. Israelites often sacrificed sheep to worship God. A male sheep is called a ram.  A female sheep is called a ewe.  A baby sheep is called a lamb.  John the baptizer and John the revelator called Jesus the Lamb of God.  (Jesus called himself a shepherd and called us his sheep.)","gembala, kambing",,Sheep herding folk will chuckle at this.,,,,,,,,,,,,,,,,,,,,,,,,
t,gembala,Gembala-gembala,"one who takes care of sheep (G);
","Those who lead and protect sheep or goats are called shepherds. Jesus called himself our Good Shepherd, because he leads us to God and takes care of us.","domba, kambing",,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Silo,,,"Shiloh was an ancient walled city in the province of Samaria, where the Israelites kept their old worship tent. Many Israelites made annual pilgrimage to Shiloh to worship the Lord.",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Silo,,,"Shiloh was a town in Judah Province where the old worship tent was kept, with the Ark of the Covenant, after the Israelites settled in Canaan. The Prophet Samuel came from Shiloh.",,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,kapal,Kapal-kapal,"big canoe (G);
","Ships are very large boats that carry passengers and cargo long distances, and sail on the ocean or wide lakes",perahu,,GC 19-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Sidon,,,"Sidon was a rich, pagan, enemy city, near the sea, to the North of Israel, where they worshipped other gods. Wicked Queen Jezabel came from Sidon. Jesus once went there to help one widow and her young daughter. (The name Sidon means Fish Town.)",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,sin,,,"Siin was the name of a wilderness where the Israelites dwelt for several months, after they escaped from Egypt.",,,What they ate there can be learned from the story.,,,,,,,,,,,,,,,,,,,,,,,,
n,Silas,,,"Silas was from Jeruslem. He travelled with Paul to many cities where they planted new churches (Acts 15, 16, 17, 18). (The name Silas means ""forester"".)",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
t,perak,,"hard money (G);
","Silver is a bright, expensive metal used to make cups, pots, bowls and money coins.",emas,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Simon,Simeon,,"There were many men named Simon, another way to say the name is Simeon. The Apostle Peter was called Simon and Cephas.",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,dosa,"berdosa, dosa-dosa, kejahatan, jahat ","bad doings/thinking; bad behaviour (R);
(resulting in) guilt;
doing things that God does not like/want;
going in bad/wrong ways;
doing something that God thinks is bad (G);
not-good thing (G);
","Every human action that displeases God is a sin. Sins that violate God's Law are transgressions. Sins that violate human law are crimes. All humans who survive infancy commit sins. Whenever a person breaks any commandment of God, it is sin. Whether it is something small or big in the eyes of human beings, it is still sin in God's eyes. (Because Jesus died on his cross because of our sins, God can forgive us all of our sins.)",benar ,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Sinai,gunung Sinai,,"God met with Moses on a mountain called Sinai in Arabia, where God wrote Ten Commandmens on stones, and made a covenant with the Israelites.",,,Some researchers now believe that Sinai is Jebel-Musaa (Mt. Moses) in Saudi Arabia.,,,,,,,,,,,,,,,,,,,,,,,,
n,Sisera,,,"Sisera was a Canaanite army commander who fought against the Israelites when Deborah was judge. When Sisera fled and hid in a woman's tent, she killed him. Her name was Jael.",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
t,budak,Budak-budak,"one who works for nothing/no pay (G);
","In ancient times, most coutries had two kinds of citizens: freemen who did not belong to another man, and slaves or bondslaves who belonged to someone else whom they served without pay. Some slaves were war captives, others were made slaves because they could not pay their debts. If a slave could earn and save money, then he could buy his freedom. ",hamba,increase cell size to show the definition.,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,ular,Ular-ular,,"Snakes are long, thin beasts/animals that have no legs or feet. Some snakes kill other animals by biting them with poison. Others kill by wrapping themselves around another animal and squeezing them. ",naga,,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Sodom,"orang Sodom, orang-orang Sodom",,"Sodom was the name of the town where Lot and his family dwelt, near a town called Gomorrah. The men of Sodom and Gomorrah committed terrible sexual sins. Because of this, God destroyed these towns with fire.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Salomo,,,"Solomon, whose name means Peace, was one of King David's sons. Bathsheba was Solomon's mother.  Solomon became king after David, and it was he who built the first temple for God at Jerusalem. Because Solomon humbled himself before God, God made him both wise and extremely rich. (However, Solomon later sinned by marrying many wives and allowing them to worship pagan gods.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,Anak Allah,,"God in human form; Child of God (R, W);
a man who is God; God!;
God's Son (G) (Mark 15:39);
","In Israel, God called kings his sons and himself their Father. Thus, 'Son of God' became a title for kings, and 'The Son of God' a title for the great King called the Messiah or Christ. (The New Testament reveals that Jesus is the Son of God, and that Jesus is God born in human flesh.)","anak manusia, Mesias",,"GC: Theologians go through all kinds of contortions to make biblical titles fit their metaphysical speculations. Whilst Jesus is truly human and well as truly God, that is not the main purpose of the title.",,,,,,,,,,,,,,,,,,,,,,,,
t,Anak Manusia,,"son of a human; Child of Man (R);
Man's Son (G);
the Human One;
the Heavenly Man;","The prophet Daniel once saw a vision of someone in heaven who looked like 'a son of man,' having great authority from God over all nations of the world. His future kingdom and reign will never end or be destroyed. Jesus often called himself the Son of Man, in order to teach that he himself is the person in Daniel's vision who has come from heaven in human flesh. (The Book of Revelation describes Jesus several times as the Son of Man in the midst of believers and as a reaper or harvester.)","Anak Allah, Mesias
",,"GC: Theologians go through all kinds of contortions to make biblical titles fit their metaphysical speculations. Whilst Jesus is truly human and well as truly God, that is not the main purpose of the title.
GC: Smoothed out the syntax a bit.",,,,,,,,,,,,,,,,,,,,,,,,
t,tombak,,"long arrow (G);
",Spears are weapons that have a long wooden shaft and a sharp point. Soldiers used to thrust or throw spears at enemies in battle. ,,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,roh,Roh-roh,creature (W);,"Spirits are living beings that are invisible to us humans. God is the eternal Spirit. Other spirits are lesser spirits created by God. Angels and demons are spirits. Every human is both a spirit and a visible body together. When humans die, their spirit becomes a ghost, until it gets a new body.","setan, roh jahat, malaikat",Other gods -> Other spirits,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,tongkat,Tongkat-tongkat,,"A staff is a strong wooden stick to hold while walking, which could serve as a defensive weapon.",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Stefanus,,,"Steven was one of the first Christians who was known to be a wise leader, full of (well controlled by) the Holy Spirit. He distributed food to others, and he spoke boldly about Jesus. When he reminded some Jewish leaders about their own sins, they killed him by hitting him with big stones. (The name Stephen means Crown.)",,He served food to others -> He distributed food to others,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,minuman keras,,"fermented manioc juice, any drink that causes drunkenness (G);
crazy water (U); ",Strong drink is any liquid drink that contains alcohol.,"bir, anggur ",other language: crazy water (urt),GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,belerang,,salfa (K),Sulfur is a yellow-coloured substance that burns with a bright flame and a strong smell. It is sometimes called brimstone.,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,pedang,Pedang-pedang,"long knife/machete (G);
","Swords are strong, long knives that soldiers used to fight with in battle. The sword is also a symbol of a king's power to make war and to punish criminals. ",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,pohon ara,,"fig tree; tree (R);
fruit tree",Sycamore is a kind of fig (fruit) tree. It has spreading branches that are easy to climb and was often planted by roadsides to provide shade for travellers. Its wood was used for fuel and furniture.,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,rumah ibadah orang Yahudi,rumah doa orang Yahudi,"house for proclaiming;
place where Jews gathered together / gathering place(G);
house of worship (R); ","Synagogue means Come Together. Synagugues are religous meeting houses where Jews gather to read the Bible, to teach each other, to pray and to worship God. (Christian meeting places are called chapels or churches.)","Bait Allah, Kemah Suci",Christian synagogues -> Christian meeting places,,,,,,,,,,,,,,,,,,,,,,,,,
n,Siria,"orang Siria, orang-orang Siria",,"Syria was and still is a country north-east of Israel. Syria and Israel often went to war against each other, and they still do. A Syrian military officer named Naaman began worhipping the LORD after the Prophet Elisha healed him of leprosy. ",,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,Kemah Suci,Kemah Pertemuan,"skin/leather house of God;
house-like building (not made of durable material) (G);
skin prayer-tent; house of canvas (ie tent) (R); ","Tabernacle means big tent. God ordered ancient Israelites to build a beautiful, portable tabernacle, so that his presence could live among and camp with them.  Also so they could worship him properly as they travelled in the wilderness. (After Solomon built a temple at Jerusalem, the tabernacle was no longer needed; the temple replaced the tabernacle. Jesus replaced both the tabernacle and the temple.)","Bait Allah,
Rumah ibadah orang Yahudi",,Explicitating the materials might make the word impossible to translate.,,,,,,,,,,,,,,,,,,,,,,,,
n,Tabor,gunung Tabor,,Tabor is a mountain in northern Israel. It marked the boundaries between some Israelite tribes.,,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Tamar,,,Tamar was King David's daughter and David's son Absalom's sister. ,,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,pemungut cukai,Pemungut-pemungut cukai,ones who get/carry fees (R); taxer (W);,"After the Romans captured Israel, they called it Judea and levied heavy taxes on everyone. Some Judeans/Jews collected taxes for the Romans, keeping part of the money for themselves. Most folk hated tax collectors, calling them sinners.",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,mengajar,"guru, pengajaran, mengajarkan, ajarkan, ajarkanlah, diajarkan, ajar, ajarlah, ajaran, melatih, latih, latihlah",make read (W);,"To teach or to train is to tell others something helpful or true whilst showing them how to obey or to apply that truth. Jesus commanded: ""Go make disciples by teaching others to obey My commanements.""","preach, prophet",,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,Bait Allah,"rumah Tuhan, Bait Suci","big house/building of God (G);
house of God;
meeting place for God and people;
big/primary worship house/place (P); house of giving (K); inside the fence of the house of giving (K); magnify-place (W);","Temple is the place where God (gods) and people meet. For the Jews, there was only ever one Temple, located in Jerusalem.  This was where their worship of God was centralized. Historically, there have been only a few [Jewish] Temples: (1) the skin tent Tabernacle built by Moses in the wilderness; (2) the majestic stone and gold Temple built by King Solomon in Jerusalem and destroyed by Babylon; (3) the smaller temple rebuilt along with Jerusalem city under Nehemiah and Zerubbabel and then expanded by King Herod just before Jesus' birth.  This temple was destroyed by the Romans in 70 A.D. (4) Jesus' body was a ""temple"" (a place where God and humanity met). (5) The New Testament teaches that Christians are now God's temple, because his Spirit dwells in them.
Temples are houses for idols of pagan gods.","rumah ibadah orang Yahudi, Kemah Suci",Hilkka: move this sentence to the end: Temples are houses for idols of pagan gods.... Start with: Temple is the place where…,"GC 11-Mar-2019
Shortened edit.","Temples are houses in which people pray to their gods and offer sacrifices. Pagans set up idols in their temples. God told the Israelites to set up a portable tent. Later God ordered Solomo to build a temple at Jerusalem. After the Israelites brought pagan idols into God's temple, he sent the Babylonians to destroy that first temple. Jesus body was a temple. After Israel crucified Jesus, God sent Roman armies to destroy their second temple. Since then, God says that Christians are his temple, because the Holy Spirit dwells in them.",,,,,,,,,,,,,,,,,,,,,,,
t,berterima kasih ,"Mengucap syukur, bersyukur, syukur, syukurlah","to tell someone something they have done is good (G);
be happy with someone (because they gave you something) (U); ","To thank someone means to tell what good action that persons has done for you. In the OT, believers thank God with an offering; in the NT we thank God by telling his good actions.","memuji, menghormati",be happy with someone (because they gave you something (urt)),"GC 23-Feb-2019 (In the NT, grace and thanks are the same Greek word.)",,,,,,,,,,,,,,,,,,,,,,,,
t,takhta,tempat duduk raja,"sitting place of the leader (G);
",A throne was a chair upon which kings sat when deciding important matters. Throne is also a symbol that means kingship or the authority that a king has. Throne of Heaven means God who rules over heaven and earth. ,kerajaan,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Timotius,,,"Timothy was from Asia Minor. When he was a young man, he travelled with Paul to many cities where they started new churches (Acts 16, 17, 18, 19, 20). Paul later wrote letters to Timothy, instructing him in how to shepherd churches. (The name Timothy means ""honour God"".)",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Titus,,,"Titus accompanied Paul to Crete where they started churches. When Paul left, Titus stayed there to train up new church leaders. Later, Paul wrote a letter to him.",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
